Section,Township,Township Direction,Range,Range Direction,Baseline,Easting,Northing,Latitude,Longitude,Conc,Version
27,9,2,19,1,1,605740.9885474188,4429294.24066406,40.00722600084766,-109.76111689998405,2709S19ES,AGRC V.1
27,9,2,19,1,1,605797.3917167017,4429228.66277888,40.006628230848975,-109.76046689998401,2709S19ES,AGRC V.1
27,9,2,19,1,1,605798.7926248162,4429127.95044663,40.00572087084885,-109.76046689998401,2709S19ES,AGRC V.1
27,9,2,19,1,1,605804.5146810517,4428723.319997523,40.002075370848345,-109.76046579998403,2709S19ES,AGRC V.1
27,9,2,19,1,1,605810.2354835848,4428318.749728913,39.99843041084784,-109.76046469998407,2709S19ES,AGRC V.1
27,9,2,19,1,1,605404.63547103,4428307.901794628,39.99838341083774,-109.7652168999843,2709S19ES,AGRC V.1
27,9,2,19,1,1,604999.0432901506,4428297.095599617,39.998336590827826,-109.76996899998456,2709S19ES,AGRC V.1
27,9,2,19,1,1,604593.442419954,4428286.290949583,39.99828959081806,-109.77472119998478,2709S19ES,AGRC V.1
27,9,2,19,1,1,604187.8408460717,4428275.527920762,39.9982427708085,-109.77947339998502,2709S19ES,AGRC V.1
27,9,2,19,1,1,604171.4325336993,4428671.318690976,40.00180998080876,-109.77960209998503,2709S19ES,AGRC V.1
27,9,2,19,1,1,604155.0109285058,4429066.887480542,40.00537519080899,-109.77973099998503,2709S19ES,AGRC V.1
27,9,2,19,1,1,604869.7495464715,4429292.324597886,40.00731740082623,-109.7713225999846,2709S19ES,AGRC V.1
27,9,2,19,1,1,604745.2058789694,4429347.898101158,40.00783345082334,-109.77277249998464,2709S19ES,AGRC V.1
27,9,2,19,1,1,604585.7120895586,4429429.069394268,40.00858439081967,-109.77462769998478,2709S19ES,AGRC V.1
27,9,2,19,1,1,604465.1824452538,4429490.436516195,40.0091520908169,-109.77602969998483,2709S19ES,AGRC V.1
27,9,2,19,1,1,604465.135818872,4429494.452426781,40.00918827081693,-109.77602959998484,2709S19ES,AGRC V.1
27,9,2,19,1,1,604866.9864130875,4429499.525544227,40.00918415082651,-109.77132149998458,2709S19ES,AGRC V.1
27,9,2,19,1,1,605268.8459916061,4429504.600041086,40.00917985083628,-109.76661329998433,2709S19ES,AGRC V.1
27,9,2,19,1,1,605670.5280356435,4429508.354452602,40.00916349084624,-109.76190739998408,2709S19ES,AGRC V.1
27,9,2,19,1,1,605873.3911364513,4429510.63744883,40.00915864085133,-109.75953069998394,2709S19ES,AGRC V.1
27,9,2,19,1,1,605908.2075142005,4429511.02341551,40.00915775085221,-109.75912279998393,2709S19ES,AGRC V.1
